classification,closed_pnl,win
Extreme Fear,1.8916322231298366,0.2927773000859845
Extreme Greed,205.81634505888633,0.5532823341042519
Fear,128.28795029591174,0.381786718581008
Greed,53.988003244420824,0.4357066950053135
Neutral,27.08880333091437,0.4949201741654572
Unknown,47.37336692248795,0.41724129978552155
