size_segment,Extreme Fear,Extreme Greed,Fear,Greed,Neutral,Unknown
High,2.6405538087431695,486.4678987407574,246.38093096756373,100.48993217059859,61.063062519634705,88.29283094354659
Low,1.2219938672638437,22.89388074316779,5.841710974151858,6.922615450285103,4.69156443166767,3.3976692489473685
